Month,Customer,Region,SalesChannel,CustomerSegment,Product,Category,Qty,Price,Cost,CompetitorPrice,PriceIncreaseHistory,PromotionFlag,Revenue,TotalCost,Profit,MarginPct
2025-10,Customer 24,West Indonesia,General Trade,Key Account,SKU 11,Dairy,420,9230,5882,10020,0%,N,3876600,2470440,1406160,0.3627
2025-10,Customer 24,West Indonesia,Modern Trade,Key Account,SKU 06,Snack,603,24255,14731,22506,3%,Y,14625765,8882793,5742972,0.3927
2025-10,Customer 24,West Indonesia,Online,Key Account,SKU 13,Frozen,441,10116,6383,10395,3%,Y,4461156,2814903,1646253,0.369
2025-10,Customer 24,West Indonesia,General Trade,Key Account,SKU 14,Frozen,442,12778,8570,13803,0%,N,5647876,3787940,1859936,0.3293
2025-10,Customer 24,West Indonesia,Modern Trade,Key Account,SKU 19,Personal Care,297,37553,28493,36418,0%,N,11153241,8462421,2690820,0.2413
2025-10,Customer 24,West Indonesia,Modern Trade,Key Account,SKU 08,Snack,1220,29412,22679,32282,5%,N,35882640,27668380,8214260,0.2289
2025-10,Customer 24,West Indonesia,General Trade,Key Account,SKU 04,Beverage,527,20081,13993,21198,0%,Y,10582687,7374311,3208376,0.3032
2025-10,Customer 24,West Indonesia,General Trade,Key Account,SKU 16,Frozen,955,44643,35493,43093,0%,N,42634065,33895815,8738250,0.205
2025-10,Customer 24,West Indonesia,Modern Trade,Key Account,SKU 09,Dairy,1113,24145,19063,21929,0%,N,26873385,21217119,5656266,0.2105
2025-10,Customer 24,West Indonesia,Online,Key Account,SKU 01,Beverage,216,22444,18127,22569,0%,Y,4847904,3915432,932472,0.1923
2025-10,Customer 24,West Indonesia,Modern Trade,Key Account,SKU 12,Dairy,1201,8379,5037,7892,5%,Y,10063179,6049437,4013742,0.3989
2025-10,Customer 25,Central Indonesia,Modern Trade,Distributor,SKU 03,Beverage,1129,46186,32151,49148,0%,N,52143994,36298479,15845515,0.3039
2025-10,Customer 25,Central Indonesia,General Trade,Distributor,SKU 12,Dairy,875,9205,7637,9631,3%,Y,8054375,6682375,1372000,0.1703
2025-10,Customer 25,Central Indonesia,Online,Distributor,SKU 10,Dairy,1107,49064,36718,46101,3%,Y,54313848,40646826,13667022,0.2516
2025-10,Customer 25,Central Indonesia,General Trade,Distributor,SKU 07,Snack,542,45819,36630,49722,0%,N,24833898,19853460,4980438,0.2005
2025-10,Customer 25,Central Indonesia,General Trade,Distributor,SKU 17,Personal Care,1231,23629,16458,25736,5%,N,29087299,20259798,8827501,0.3035
2025-10,Customer 25,Central Indonesia,General Trade,Distributor,SKU 14,Frozen,262,12287,8824,13177,0%,N,3219194,2311888,907306,0.2818
2025-10,Customer 25,Central Indonesia,Online,Distributor,SKU 18,Personal Care,835,28981,21817,27999,0%,Y,24199135,18217195,5981940,0.2472
2025-10,Customer 25,Central Indonesia,General Trade,Distributor,SKU 16,Frozen,325,49854,37730,52587,0%,N,16202550,12262250,3940300,0.2432
2025-10,Customer 26,Central Indonesia,Modern Trade,Key Account,SKU 01,Beverage,269,22900,17692,24792,3%,N,6160100,4759148,1400952,0.2274
2025-10,Customer 26,Central Indonesia,Online,Key Account,SKU 04,Beverage,1240,20128,16940,21313,3%,N,24958720,21005600,3953120,0.1584
2025-10,Customer 26,Central Indonesia,Online,Key Account,SKU 08,Snack,149,28749,18696,31333,3%,N,4283601,2785704,1497897,0.3497
2025-10,Customer 26,Central Indonesia,General Trade,Key Account,SKU 18,Personal Care,232,27001,19040,29319,0%,Y,6264232,4417280,1846952,0.2948
2025-10,Customer 26,Central Indonesia,Modern Trade,Key Account,SKU 05,Snack,608,13256,8319,12935,8%,N,8059648,5057952,3001696,0.3724
2025-10,Customer 26,Central Indonesia,General Trade,Key Account,SKU 02,Beverage,1239,9053,7553,8642,0%,N,11216667,9358167,1858500,0.1657
2025-10,Customer 26,Central Indonesia,Modern Trade,Key Account,SKU 07,Snack,706,44533,28603,45830,0%,N,31440298,20193718,11246580,0.3577
2025-10,Customer 26,Central Indonesia,Modern Trade,Key Account,SKU 10,Dairy,218,47426,29692,45522,5%,N,10338868,6472856,3866012,0.3739
2025-10,Customer 27,West Indonesia,Modern Trade,Distributor,SKU 05,Snack,1190,14277,8632,14510,5%,N,16989630,10272080,6717550,0.3954
2025-10,Customer 27,West Indonesia,Modern Trade,Distributor,SKU 19,Personal Care,230,39510,25840,38550,0%,N,9087300,5943200,3144100,0.346
2025-10,Customer 27,West Indonesia,Online,Distributor,SKU 01,Beverage,636,22604,16508,21718,8%,N,14376144,10499088,3877056,0.2697
2025-10,Customer 27,West Indonesia,Modern Trade,Distributor,SKU 20,Personal Care,998,14986,9948,15289,0%,N,14956028,9928104,5027924,0.3362
2025-10,Customer 27,West Indonesia,Online,Distributor,SKU 10,Dairy,515,52718,40342,53413,0%,N,27149770,20776130,6373640,0.2348
2025-10,Customer 27,West Indonesia,Modern Trade,Distributor,SKU 02,Beverage,231,8891,6484,9383,3%,N,2053821,1497804,556017,0.2707
2025-10,Customer 27,West Indonesia,General Trade,Distributor,SKU 17,Personal Care,906,24394,20313,25467,8%,N,22100964,18403578,3697386,0.1673
2025-10,Customer 27,West Indonesia,General Trade,Distributor,SKU 06,Snack,87,24735,15974,24280,8%,N,2151945,1389738,762207,0.3542
2025-10,Customer 27,West Indonesia,General Trade,Distributor,SKU 11,Dairy,150,10031,6644,10458,0%,N,1504650,996600,508050,0.3377
2025-10,Customer 28,West Indonesia,Online,Distributor,SKU 08,Snack,91,28564,19890,26941,0%,N,2599324,1809990,789334,0.3037
2025-10,Customer 28,West Indonesia,Online,Distributor,SKU 20,Personal Care,435,15120,9909,14605,0%,Y,6577200,4310415,2266785,0.3446
2025-10,Customer 28,West Indonesia,Online,Distributor,SKU 03,Beverage,717,45972,32223,44316,0%,Y,32961924,23103891,9858033,0.2991
2025-10,Customer 28,West Indonesia,Modern Trade,Distributor,SKU 09,Dairy,510,22618,18616,23132,0%,Y,11535180,9494160,2041020,0.1769
2025-10,Customer 28,West Indonesia,Online,Distributor,SKU 12,Dairy,107,8540,6072,8298,8%,N,913780,649704,264076,0.289
2025-10,Customer 28,West Indonesia,Modern Trade,Distributor,SKU 04,Beverage,646,18492,12596,20018,5%,N,11945832,8137016,3808816,0.3188
2025-10,Customer 28,West Indonesia,Online,Distributor,SKU 15,Frozen,121,47623,31713,51326,0%,N,5762383,3837273,1925110,0.3341
2025-10,Customer 28,West Indonesia,Online,Distributor,SKU 02,Beverage,933,9405,5880,9467,0%,N,8774865,5486040,3288825,0.3748
2025-10,Customer 28,West Indonesia,General Trade,Distributor,SKU 05,Snack,556,13555,8698,12848,0%,N,7536580,4836088,2700492,0.3583
2025-10,Customer 29,West Indonesia,General Trade,Key Account,SKU 12,Dairy,221,8525,5505,9216,0%,N,1884025,1216605,667420,0.3543
2025-10,Customer 29,West Indonesia,Modern Trade,Key Account,SKU 16,Frozen,551,49155,35942,47445,8%,Y,27084405,19804042,7280363,0.2688
2025-10,Customer 29,West Indonesia,General Trade,Key Account,SKU 08,Snack,364,30305,22184,32424,0%,N,11031020,8074976,2956044,0.268
2025-10,Customer 29,West Indonesia,General Trade,Key Account,SKU 02,Beverage,1034,9420,7631,8605,5%,N,9740280,7890454,1849826,0.1899
2025-10,Customer 29,West Indonesia,Modern Trade,Key Account,SKU 05,Snack,941,13479,9920,12729,0%,N,12683739,9334720,3349019,0.264
2025-10,Customer 29,West Indonesia,General Trade,Key Account,SKU 09,Dairy,1072,25915,18737,26541,3%,Y,27780880,20086064,7694816,0.277
2025-10,Customer 29,West Indonesia,Modern Trade,Key Account,SKU 03,Beverage,988,45464,29918,48625,3%,N,44918432,29558984,15359448,0.3419
2025-10,Customer 29,West Indonesia,General Trade,Key Account,SKU 15,Frozen,1223,43257,36102,45001,0%,N,52903311,44152746,8750565,0.1654
2025-10,Customer 29,West Indonesia,Modern Trade,Key Account,SKU 14,Frozen,90,14045,10932,14324,0%,N,1264050,983880,280170,0.2216
2025-10,Customer 29,West Indonesia,Modern Trade,Key Account,SKU 20,Personal Care,274,13372,9231,13986,0%,N,3663928,2529294,1134634,0.3097
2025-10,Customer 29,West Indonesia,General Trade,Key Account,SKU 01,Beverage,604,25301,21341,24427,0%,N,15281804,12889964,2391840,0.1565
2025-10,Customer 29,West Indonesia,Modern Trade,Key Account,SKU 13,Frozen,59,9908,7886,10730,0%,N,584572,465274,119298,0.2041
2025-10,Customer 29,West Indonesia,Modern Trade,Key Account,SKU 11,Dairy,963,9387,6688,9815,0%,N,9039681,6440544,2599137,0.2875
2025-10,Customer 29,West Indonesia,General Trade,Key Account,SKU 04,Beverage,1196,20006,16622,20715,0%,N,23927176,19879912,4047264,0.1691
2025-10,Customer 30,West Indonesia,Modern Trade,Key Account,SKU 06,Snack,202,26251,17904,28834,8%,N,5302702,3616608,1686094,0.318
2025-10,Customer 30,West Indonesia,Online,Key Account,SKU 07,Snack,502,46261,35557,50822,3%,Y,23223022,17849614,5373408,0.2314
2025-10,Customer 30,West Indonesia,Online,Key Account,SKU 12,Dairy,619,9206,7259,8918,0%,Y,5698514,4493321,1205193,0.2115
2025-10,Customer 30,West Indonesia,Modern Trade,Key Account,SKU 03,Beverage,832,46730,37993,46882,5%,Y,38879360,31610176,7269184,0.187
2025-10,Customer 30,West Indonesia,Modern Trade,Key Account,SKU 02,Beverage,407,8899,5592,8822,3%,N,3621893,2275944,1345949,0.3716
2025-10,Customer 30,West Indonesia,Online,Key Account,SKU 05,Snack,631,15132,12115,16309,0%,Y,9548292,7644565,1903727,0.1994
2025-10,Customer 30,West Indonesia,General Trade,Key Account,SKU 13,Frozen,1044,9833,6956,8971,0%,N,10265652,7262064,3003588,0.2926
2025-10,Customer 30,West Indonesia,Modern Trade,Key Account,SKU 15,Frozen,207,45610,27484,41982,3%,Y,9441270,5689188,3752082,0.3974
2025-10,Customer 30,West Indonesia,Modern Trade,Key Account,SKU 08,Snack,517,31585,21039,33610,3%,N,16329445,10877163,5452282,0.3339
2025-10,Customer 30,West Indonesia,General Trade,Key Account,SKU 18,Personal Care,80,25752,17834,23236,5%,N,2060160,1426720,633440,0.3075
2025-10,Customer 30,West Indonesia,General Trade,Key Account,SKU 20,Personal Care,134,15379,9602,16425,8%,N,2060786,1286668,774118,0.3756
2025-10,Customer 30,West Indonesia,Modern Trade,Key Account,SKU 11,Dairy,1115,9105,5951,9124,0%,N,10152075,6635365,3516710,0.3464
2025-10,Customer 30,West Indonesia,Modern Trade,Key Account,SKU 17,Personal Care,1031,23810,19582,25033,0%,N,24548110,20189042,4359068,0.1776
2025-10,Customer 30,West Indonesia,Modern Trade,Key Account,SKU 09,Dairy,731,24778,20098,23500,0%,N,18112718,14691638,3421080,0.1889
2025-11,Customer 01,West Indonesia,General Trade,Retailer,SKU 14,Frozen,1240,13517,9046,14119,0%,N,16761080,11217040,5544040,0.3308
2025-11,Customer 01,West Indonesia,General Trade,Retailer,SKU 16,Frozen,1003,48163,37424,49807,5%,N,48307489,37536272,10771217,0.223
2025-11,Customer 01,West Indonesia,Online,Retailer,SKU 03,Beverage,1220,44190,35712,43394,3%,Y,53911800,43568640,10343160,0.1919
2025-11,Customer 01,West Indonesia,Modern Trade,Retailer,SKU 05,Snack,365,13638,11448,12286,3%,N,4977870,4178520,799350,0.1606
2025-11,Customer 01,West Indonesia,Online,Retailer,SKU 08,Snack,132,31072,25348,32781,0%,N,4101504,3345936,755568,0.1842
2025-11,Customer 01,West Indonesia,Modern Trade,Retailer,SKU 20,Personal Care,931,14681,12282,14217,5%,Y,13668011,11434542,2233469,0.1634
2025-11,Customer 01,West Indonesia,General Trade,Retailer,SKU 01,Beverage,1222,24236,16826,22831,5%,N,29616392,20561372,9055020,0.3057
2025-11,Customer 01,West Indonesia,General Trade,Retailer,SKU 11,Dairy,109,9464,5943,9019,0%,Y,1031576,647787,383789,0.372
2025-11,Customer 01,West Indonesia,Online,Retailer,SKU 04,Beverage,270,18971,12632,17135,8%,N,5122170,3410640,1711530,0.3341
2025-11,Customer 02,West Indonesia,Modern Trade,Key Account,SKU 01,Beverage,121,24867,17259,24178,0%,N,3008907,2088339,920568,0.3059
2025-11,Customer 02,West Indonesia,Modern Trade,Key Account,SKU 06,Snack,767,23746,16221,22837,8%,N,18213182,12441507,5771675,0.3169
2025-11,Customer 02,West Indonesia,Online,Key Account,SKU 02,Beverage,69,8535,6091,7994,3%,N,588915,420279,168636,0.2864
2025-11,Customer 02,West Indonesia,Modern Trade,Key Account,SKU 05,Snack,177,13195,8243,12070,3%,N,2335515,1459011,876504,0.3753
2025-11,Customer 02,West Indonesia,Online,Key Account,SKU 16,Frozen,160,49343,41657,52235,0%,N,7894880,6665120,1229760,0.1558
2025-11,Customer 02,West Indonesia,Modern Trade,Key Account,SKU 12,Dairy,1089,8682,6431,8339,0%,N,9454698,7003359,2451339,0.2593
2025-11,Customer 02,West Indonesia,Online,Key Account,SKU 14,Frozen,1052,13339,8796,12745,0%,N,14032628,9253392,4779236,0.3406
2025-11,Customer 02,West Indonesia,General Trade,Key Account,SKU 11,Dairy,1128,9984,6670,9578,0%,Y,11261952,7523760,3738192,0.3319
2025-11,Customer 02,West Indonesia,General Trade,Key Account,SKU 19,Personal Care,483,35891,24656,36928,0%,N,17335353,11908848,5426505,0.313
2025-11,Customer 02,West Indonesia,Modern Trade,Key Account,SKU 08,Snack,608,27750,20041,28806,0%,N,16872000,12184928,4687072,0.2778
2025-11,Customer 02,West Indonesia,Modern Trade,Key Account,SKU 15,Frozen,740,48388,37618,48404,0%,Y,35807120,27837320,7969800,0.2226
2025-11,Customer 02,West Indonesia,General Trade,Key Account,SKU 13,Frozen,1185,11002,8444,11990,5%,N,13037370,10006140,3031230,0.2325
2025-11,Customer 02,West Indonesia,General Trade,Key Account,SKU 03,Beverage,882,46851,34999,47537,0%,N,41322582,30869118,10453464,0.253
2025-11,Customer 03,West Indonesia,General Trade,Retailer,SKU 05,Snack,303,15127,9956,14046,0%,N,4583481,3016668,1566813,0.3418
2025-11,Customer 03,West Indonesia,Modern Trade,Retailer,SKU 09,Dairy,293,23152,19105,22367,5%,N,6783536,5597765,1185771,0.1748
2025-11,Customer 03,West Indonesia,General Trade,Retailer,SKU 10,Dairy,909,49966,35030,45593,5%,N,45419094,31842270,13576824,0.2989
2025-11,Customer 03,West Indonesia,General Trade,Retailer,SKU 17,Personal Care,696,27539,21948,28509,0%,N,19167144,15275808,3891336,0.203
2025-11,Customer 03,West Indonesia,Modern Trade,Retailer,SKU 03,Beverage,700,45462,28921,49524,3%,N,31823400,20244700,11578700,0.3638
2025-11,Customer 03,West Indonesia,Online,Retailer,SKU 16,Frozen,729,47154,32872,45937,0%,Y,34375266,23963688,10411578,0.3029
2025-11,Customer 03,West Indonesia,Modern Trade,Retailer,SKU 14,Frozen,390,12685,8888,11517,8%,N,4947150,3466320,1480830,0.2993
2025-11,Customer 03,West Indonesia,Modern Trade,Retailer,SKU 12,Dairy,673,8230,6054,7546,0%,N,5538790,4074342,1464448,0.2644
2025-11,Customer 03,West Indonesia,General Trade,Retailer,SKU 07,Snack,937,44556,35743,43364,0%,Y,41748972,33491191,8257781,0.1978
2025-11,Customer 03,West Indonesia,General Trade,Retailer,SKU 11,Dairy,787,9987,7235,9723,8%,N,7859769,5693945,2165824,0.2756
2025-11,Customer 03,West Indonesia,General Trade,Retailer,SKU 18,Personal Care,1137,27407,17074,26622,8%,Y,31161759,19413138,11748621,0.377
2025-11,Customer 04,East Indonesia,General Trade,Retailer,SKU 07,Snack,490,47619,33489,43974,3%,N,23333310,16409610,6923700,0.2967
2025-11,Customer 04,East Indonesia,General Trade,Retailer,SKU 01,Beverage,243,23735,15288,22658,3%,N,5767605,3714984,2052621,0.3559
2025-11,Customer 04,East Indonesia,Modern Trade,Retailer,SKU 17,Personal Care,1051,25214,19139,25969,3%,N,26499914,20115089,6384825,0.2409
2025-11,Customer 04,East Indonesia,General Trade,Retailer,SKU 12,Dairy,957,8975,6431,8629,3%,N,8589075,6154467,2434608,0.2835
2025-11,Customer 04,East Indonesia,Modern Trade,Retailer,SKU 06,Snack,184,23430,17913,24112,8%,Y,4311120,3295992,1015128,0.2355
2025-11,Customer 04,East Indonesia,General Trade,Retailer,SKU 09,Dairy,237,23453,14867,23097,0%,N,5558361,3523479,2034882,0.3661
2025-11,Customer 04,East Indonesia,Modern Trade,Retailer,SKU 15,Frozen,1205,47964,36326,43427,3%,Y,57796620,43772830,14023790,0.2426
2025-11,Customer 04,East Indonesia,General Trade,Retailer,SKU 13,Frozen,336,10928,8008,11598,5%,N,3671808,2690688,981120,0.2672
2025-11,Customer 05,West Indonesia,Online,Retailer,SKU 02,Beverage,827,8265,6249,8825,3%,N,6835155,5167923,1667232,0.2439
2025-11,Customer 05,West Indonesia,Modern Trade,Retailer,SKU 20,Personal Care,969,14696,9033,13992,0%,N,14240424,8752977,5487447,0.3853
2025-11,Customer 05,West Indonesia,General Trade,Retailer,SKU 06,Snack,1140,25627,21258,24190,0%,N,29214780,24234120,4980660,0.1705
2025-11,Customer 05,West Indonesia,Modern Trade,Retailer,SKU 19,Personal Care,62,36893,26988,36343,0%,N,2287366,1673256,614110,0.2685
2025-11,Customer 05,West Indonesia,Modern Trade,Retailer,SKU 07,Snack,817,44510,37484,45218,0%,Y,36364670,30624428,5740242,0.1579
2025-11,Customer 05,West Indonesia,Modern Trade,Retailer,SKU 09,Dairy,1133,23456,18132,24242,5%,N,26575648,20543556,6032092,0.227
2025-11,Customer 05,West Indonesia,Modern Trade,Retailer,SKU 14,Frozen,1048,12617,9268,12403,3%,N,13222616,9712864,3509752,0.2654
2025-11,Customer 05,West Indonesia,Modern Trade,Retailer,SKU 05,Snack,523,14264,11377,13310,0%,N,7460072,5950171,1509901,0.2024
2025-11,Customer 05,West Indonesia,General Trade,Retailer,SKU 11,Dairy,827,9973,6133,9835,0%,Y,8247671,5071991,3175680,0.385
2025-11,Customer 05,West Indonesia,Online,Retailer,SKU 15,Frozen,351,47207,34864,51059,0%,N,16569657,12237264,4332393,0.2615
2025-11,Customer 05,West Indonesia,Modern Trade,Retailer,SKU 10,Dairy,59,50858,42615,53753,0%,N,3000622,2514285,486337,0.1621
2025-11,Customer 05,West Indonesia,Online,Retailer,SKU 17,Personal Care,632,24021,18649,21828,0%,Y,15181272,11786168,3395104,0.2236
2025-11,Customer 05,West Indonesia,General Trade,Retailer,SKU 03,Beverage,561,48145,37139,45899,0%,N,27009345,20834979,6174366,0.2286
2025-11,Customer 05,West Indonesia,Modern Trade,Retailer,SKU 08,Snack,169,31304,18895,29507,0%,N,5290376,3193255,2097121,0.3964
2025-11,Customer 06,Central Indonesia,General Trade,Distributor,SKU 16,Frozen,150,45257,32744,44836,0%,N,6788550,4911600,1876950,0.2765
2025-11,Customer 06,Central Indonesia,Modern Trade,Distributor,SKU 17,Personal Care,741,25223,20649,27168,3%,N,18690243,15300909,3389334,0.1813
2025-11,Customer 06,Central Indonesia,Modern Trade,Distributor,SKU 05,Snack,190,15371,9498,15742,3%,N,2920490,1804620,1115870,0.3821
2025-11,Customer 06,Central Indonesia,General Trade,Distributor,SKU 14,Frozen,157,12730,10412,13375,3%,N,1998610,1634684,363926,0.1821
2025-11,Customer 06,Central Indonesia,Modern Trade,Distributor,SKU 03,Beverage,852,44103,33433,41898,0%,N,37575756,28484916,9090840,0.2419
2025-11,Customer 06,Central Indonesia,General Trade,Distributor,SKU 12,Dairy,782,9042,6891,9304,0%,N,7070844,5388762,1682082,0.2379
2025-11,Customer 06,Central Indonesia,General Trade,Distributor,SKU 11,Dairy,519,9077,6087,8866,0%,N,4710963,3159153,1551810,0.3294
2025-11,Customer 06,Central Indonesia,General Trade,Distributor,SKU 18,Personal Care,419,29569,20664,31889,8%,N,12389411,8658216,3731195,0.3012
2025-11,Customer 06,Central Indonesia,General Trade,Distributor,SKU 15,Frozen,278,43203,26172,46148,0%,N,12010434,7275816,4734618,0.3942
2025-11,Customer 06,Central Indonesia,General Trade,Distributor,SKU 01,Beverage,698,23601,16190,22248,8%,N,16473498,11300620,5172878,0.314
2025-11,Customer 06,Central Indonesia,General Trade,Distributor,SKU 06,Snack,703,24297,18605,26357,0%,Y,17080791,13079315,4001476,0.2343
2025-11,Customer 06,Central Indonesia,Modern Trade,Distributor,SKU 13,Frozen,403,10537,8342,11316,3%,N,4246411,3361826,884585,0.2083
2025-11,Customer 06,Central Indonesia,Modern Trade,Distributor,SKU 19,Personal Care,100,38509,28113,36829,0%,N,3850900,2811300,1039600,0.27
2025-11,Customer 07,West Indonesia,General Trade,Distributor,SKU 12,Dairy,422,8147,5756,7743,3%,N,3438034,2429032,1009002,0.2935
2025-11,Customer 07,West Indonesia,General Trade,Distributor,SKU 04,Beverage,664,20779,17019,21188,3%,Y,13797256,11300616,2496640,0.181
2025-11,Customer 07,West Indonesia,Online,Distributor,SKU 11,Dairy,84,10081,6472,10260,0%,N,846804,543648,303156,0.358
2025-11,Customer 07,West Indonesia,General Trade,Distributor,SKU 18,Personal Care,980,29442,23854,26578,0%,N,28853160,23376920,5476240,0.1898
2025-11,Customer 07,West Indonesia,Online,Distributor,SKU 14,Frozen,775,12560,8431,12661,0%,N,9734000,6534025,3199975,0.3287
2025-11,Customer 07,West Indonesia,General Trade,Distributor,SKU 19,Personal Care,996,36980,24737,34792,0%,N,36832080,24638052,12194028,0.3311
2025-11,Customer 07,West Indonesia,Online,Distributor,SKU 02,Beverage,861,9548,7506,9879,0%,Y,8220828,6462666,1758162,0.2139
2025-11,Customer 07,West Indonesia,General Trade,Distributor,SKU 17,Personal Care,708,27380,21032,26455,0%,N,19385040,14890656,4494384,0.2318
2025-11,Customer 07,West Indonesia,Modern Trade,Distributor,SKU 08,Snack,279,31327,19252,30288,5%,N,8740233,5371308,3368925,0.3855
2025-11,Customer 07,West Indonesia,General Trade,Distributor,SKU 01,Beverage,465,24932,19640,24928,8%,N,11593380,9132600,2460780,0.2123
2025-11,Customer 07,West Indonesia,Modern Trade,Distributor,SKU 20,Personal Care,236,13668,11012,14147,0%,N,3225648,2598832,626816,0.1943
2025-11,Customer 08,Central Indonesia,Online,Key Account,SKU 02,Beverage,1141,8979,5508,8629,0%,Y,10245039,6284628,3960411,0.3866
2025-11,Customer 08,Central Indonesia,General Trade,Key Account,SKU 09,Dairy,930,24499,18123,26606,3%,N,22784070,16854390,5929680,0.2603
2025-11,Customer 08,Central Indonesia,General Trade,Key Account,SKU 03,Beverage,803,43563,34458,46323,0%,Y,34981089,27669774,7311315,0.209
2025-11,Customer 08,Central Indonesia,Online,Key Account,SKU 17,Personal Care,851,25948,19480,25779,0%,Y,22081748,16577480,5504268,0.2493
2025-11,Customer 08,Central Indonesia,Modern Trade,Key Account,SKU 14,Frozen,1164,13192,10775,12804,0%,N,15355488,12542100,2813388,0.1832
2025-11,Customer 08,Central Indonesia,General Trade,Key Account,SKU 11,Dairy,792,9070,5717,9373,5%,N,7183440,4527864,2655576,0.3697
2025-11,Customer 08,Central Indonesia,Modern Trade,Key Account,SKU 05,Snack,584,15236,9907,14746,0%,Y,8897824,5785688,3112136,0.3498
2025-11,Customer 08,Central Indonesia,Modern Trade,Key Account,SKU 15,Frozen,748,45752,35007,41432,5%,N,34222496,26185236,8037260,0.2349
2025-11,Customer 08,Central Indonesia,General Trade,Key Account,SKU 08,Snack,993,31213,21562,34122,0%,N,30994509,21411066,9583443,0.3092
2025-11,Customer 08,Central Indonesia,Modern Trade,Key Account,SKU 13,Frozen,978,9834,7766,9330,3%,N,9617652,7595148,2022504,0.2103
2025-11,Customer 08,Central Indonesia,General Trade,Key Account,SKU 12,Dairy,679,8528,5956,8936,8%,N,5790512,4044124,1746388,0.3016
2025-11,Customer 09,West Indonesia,Modern Trade,Distributor,SKU 19,Personal Care,898,38792,31102,35291,0%,N,34835216,27929596,6905620,0.1982
2025-11,Customer 09,West Indonesia,General Trade,Distributor,SKU 13,Frozen,1082,10931,7056,9903,5%,N,11827342,7634592,4192750,0.3545
2025-11,Customer 09,West Indonesia,General Trade,Distributor,SKU 09,Dairy,939,24231,18228,23381,0%,Y,22752909,17116092,5636817,0.2477
2025-11,Customer 09,West Indonesia,General Trade,Distributor,SKU 18,Personal Care,705,28807,20663,27139,5%,N,20308935,14567415,5741520,0.2827
2025-11,Customer 09,West Indonesia,Modern Trade,Distributor,SKU 06,Snack,829,25301,17432,25020,8%,N,20974529,14451128,6523401,0.311
2025-11,Customer 09,West Indonesia,Modern Trade,Distributor,SKU 10,Dairy,1232,49425,40173,45888,5%,N,60891600,49493136,11398464,0.1872
2025-11,Customer 09,West Indonesia,Online,Distributor,SKU 15,Frozen,1024,45559,36983,44882,0%,N,46652416,37870592,8781824,0.1882
2025-11,Customer 09,West Indonesia,General Trade,Distributor,SKU 14,Frozen,284,12778,8668,12212,5%,N,3628952,2461712,1167240,0.3216
2025-11,Customer 09,West Indonesia,General Trade,Distributor,SKU 16,Frozen,645,47713,38968,48734,0%,N,30774885,25134360,5640525,0.1833
2025-11,Customer 09,West Indonesia,Modern Trade,Distributor,SKU 02,Beverage,228,8647,6537,8038,0%,N,1971516,1490436,481080,0.244
2025-11,Customer 09,West Indonesia,General Trade,Distributor,SKU 03,Beverage,390,44376,28003,47419,0%,Y,17306640,10921170,6385470,0.369
2025-11,Customer 10,East Indonesia,General Trade,Key Account,SKU 17,Personal Care,752,26144,21403,27916,3%,N,19660288,16095056,3565232,0.1813
2025-11,Customer 10,East Indonesia,General Trade,Key Account,SKU 01,Beverage,976,22475,18693,23118,0%,N,21935600,18244368,3691232,0.1683
2025-11,Customer 10,East Indonesia,Modern Trade,Key Account,SKU 19,Personal Care,1016,35620,24766,34603,0%,Y,36189920,25162256,11027664,0.3047
2025-11,Customer 10,East Indonesia,General Trade,Key Account,SKU 12,Dairy,1095,9396,7754,9563,0%,N,10288620,8490630,1797990,0.1748
2025-11,Customer 10,East Indonesia,Modern Trade,Key Account,SKU 04,Beverage,1147,20088,15503,19233,5%,N,23040936,17781941,5258995,0.2282
2025-11,Customer 10,East Indonesia,Modern Trade,Key Account,SKU 15,Frozen,726,48031,31354,44477,3%,Y,34870506,22763004,12107502,0.3472
2025-11,Customer 10,East Indonesia,General Trade,Key Account,SKU 16,Frozen,709,49522,31199,45781,0%,N,35111098,22120091,12991007,0.37
2025-11,Customer 10,East Indonesia,General Trade,Key Account,SKU 11,Dairy,567,10143,7800,10809,5%,N,5751081,4422600,1328481,0.231
2025-11,Customer 10,East Indonesia,Online,Key Account,SKU 03,Beverage,547,44920,28602,42333,3%,N,24571240,15645294,8925946,0.3633
2025-11,Customer 10,East Indonesia,Modern Trade,Key Account,SKU 09,Dairy,1231,25177,16263,23293,0%,N,30992887,20019753,10973134,0.3541
2025-11,Customer 10,East Indonesia,Modern Trade,Key Account,SKU 07,Snack,189,41580,25568,45390,8%,N,7858620,4832352,3026268,0.3851
2025-11,Customer 10,East Indonesia,Modern Trade,Key Account,SKU 18,Personal Care,793,28848,20367,28429,0%,N,22876464,16151031,6725433,0.294
2025-11,Customer 10,East Indonesia,Online,Key Account,SKU 13,Frozen,213,10879,8410,11241,0%,N,2317227,1791330,525897,0.227
2025-11,Customer 10,East Indonesia,Modern Trade,Key Account,SKU 20,Personal Care,1249,15066,9138,15329,3%,N,18817434,11413362,7404072,0.3935
2025-11,Customer 10,East Indonesia,Modern Trade,Key Account,SKU 10,Dairy,485,45498,30236,42653,3%,N,22066530,14664460,7402070,0.3354
2025-11,Customer 11,West Indonesia,General Trade,Distributor,SKU 03,Beverage,462,47753,31296,51274,0%,Y,22061886,14458752,7603134,0.3446
2025-11,Customer 11,West Indonesia,General Trade,Distributor,SKU 07,Snack,1194,48363,32332,50580,5%,N,57745422,38604408,19141014,0.3315
